URL,Lần thu thập dữ liệu cuối cùng,host,path,query,depth,first_segment,slug,duplicate_slug_across_hosts,hosts_for_slug
https://coincu.com/convert-fiat-to-fiat/55.17-eur-to-gbp,2026-06-29,coincu.com,/convert-fiat-to-fiat/55.17-eur-to-gbp,,2,convert-fiat-to-fiat,55.17-eur-to-gbp,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/80.61-gbp-to-usd,2026-06-28,coincu.com,/convert-fiat-to-fiat/80.61-gbp-to-usd,,2,convert-fiat-to-fiat,80.61-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/17.58-gbp-to-usd,2026-06-25,coincu.com,/convert-fiat-to-fiat/17.58-gbp-to-usd,,2,convert-fiat-to-fiat,17.58-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/6.63-eur-to-usd,2026-06-24,coincu.com,/convert-fiat-to-fiat/6.63-eur-to-usd,,2,convert-fiat-to-fiat,6.63-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/58.33-eur-to-usd,2026-06-23,coincu.com,/convert-fiat-to-fiat/58.33-eur-to-usd,,2,convert-fiat-to-fiat,58.33-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/57.10-gbp-to-jpy,2026-06-23,coincu.com,/convert-fiat-to-fiat/57.10-gbp-to-jpy,,2,convert-fiat-to-fiat,57.10-gbp-to-jpy,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/14.91-gbp-to-cad,2026-06-20,coincu.com,/convert-fiat-to-fiat/14.91-gbp-to-cad,,2,convert-fiat-to-fiat,14.91-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/87.90-eur-to-aud,2026-06-20,coincu.com,/convert-fiat-to-fiat/87.90-eur-to-aud,,2,convert-fiat-to-fiat,87.90-eur-to-aud,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/54.24-gbp-to-cad,2026-06-19,coincu.com,/convert-fiat-to-fiat/54.24-gbp-to-cad,,2,convert-fiat-to-fiat,54.24-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/57.78-eur-to-usd,2026-06-18,coincu.com,/convert-fiat-to-fiat/57.78-eur-to-usd,,2,convert-fiat-to-fiat,57.78-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/0.20-gbp-to-usd,2026-06-15,coincu.com,/convert-fiat-to-fiat/0.20-gbp-to-usd,,2,convert-fiat-to-fiat,0.20-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/30.97-eur-to-usd,2026-06-14,coincu.com,/convert-fiat-to-fiat/30.97-eur-to-usd,,2,convert-fiat-to-fiat,30.97-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/51.96-eur-to-usd,2026-06-14,coincu.com,/convert-fiat-to-fiat/51.96-eur-to-usd,,2,convert-fiat-to-fiat,51.96-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/27.42-gbp-to-cad,2026-06-13,coincu.com,/convert-fiat-to-fiat/27.42-gbp-to-cad,,2,convert-fiat-to-fiat,27.42-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/50.46-gbp-to-jpy,2026-06-13,coincu.com,/convert-fiat-to-fiat/50.46-gbp-to-jpy,,2,convert-fiat-to-fiat,50.46-gbp-to-jpy,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/84.99-eur-to-aud,2026-06-13,coincu.com,/convert-fiat-to-fiat/84.99-eur-to-aud,,2,convert-fiat-to-fiat,84.99-eur-to-aud,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/61.60-eur-to-gbp,2026-06-13,coincu.com,/convert-fiat-to-fiat/61.60-eur-to-gbp,,2,convert-fiat-to-fiat,61.60-eur-to-gbp,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/20.83-gbp-to-cad,2026-06-12,coincu.com,/convert-fiat-to-fiat/20.83-gbp-to-cad,,2,convert-fiat-to-fiat,20.83-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/88.60-eur-to-cad,2026-06-12,coincu.com,/convert-fiat-to-fiat/88.60-eur-to-cad,,2,convert-fiat-to-fiat,88.60-eur-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/40.78-gbp-to-usd,2026-06-11,coincu.com,/convert-fiat-to-fiat/40.78-gbp-to-usd,,2,convert-fiat-to-fiat,40.78-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/79.40-gbp-to-usd,2026-06-11,coincu.com,/convert-fiat-to-fiat/79.40-gbp-to-usd,,2,convert-fiat-to-fiat,79.40-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/6.40-eur-to-chf,2026-06-11,coincu.com,/convert-fiat-to-fiat/6.40-eur-to-chf,,2,convert-fiat-to-fiat,6.40-eur-to-chf,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/49.16-gbp-to-cad,2026-06-10,coincu.com,/convert-fiat-to-fiat/49.16-gbp-to-cad,,2,convert-fiat-to-fiat,49.16-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/35.62-eur-to-chf,2026-06-10,coincu.com,/convert-fiat-to-fiat/35.62-eur-to-chf,,2,convert-fiat-to-fiat,35.62-eur-to-chf,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/55.51-eur-to-usd,2026-06-09,coincu.com,/convert-fiat-to-fiat/55.51-eur-to-usd,,2,convert-fiat-to-fiat,55.51-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/839-eur-to-aud,2026-06-09,coincu.com,/convert-fiat-to-fiat/839-eur-to-aud,,2,convert-fiat-to-fiat,839-eur-to-aud,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/72.28-gbp-to-usd,2026-06-08,coincu.com,/convert-fiat-to-fiat/72.28-gbp-to-usd,,2,convert-fiat-to-fiat,72.28-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/12.51-gbp-to-usd,2026-06-08,coincu.com,/convert-fiat-to-fiat/12.51-gbp-to-usd,,2,convert-fiat-to-fiat,12.51-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/36.37-eur-to-gbp,2026-06-07,coincu.com,/convert-fiat-to-fiat/36.37-eur-to-gbp,,2,convert-fiat-to-fiat,36.37-eur-to-gbp,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/39.75-gbp-to-cad,2026-06-07,coincu.com,/convert-fiat-to-fiat/39.75-gbp-to-cad,,2,convert-fiat-to-fiat,39.75-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/73.76-eur-to-gbp,2026-06-07,coincu.com,/convert-fiat-to-fiat/73.76-eur-to-gbp,,2,convert-fiat-to-fiat,73.76-eur-to-gbp,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/48.10-gbp-to-usd,2026-06-07,coincu.com,/convert-fiat-to-fiat/48.10-gbp-to-usd,,2,convert-fiat-to-fiat,48.10-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/47.29-gbp-to-cad,2026-06-06,coincu.com,/convert-fiat-to-fiat/47.29-gbp-to-cad,,2,convert-fiat-to-fiat,47.29-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/12.35-eur-to-usd,2026-06-06,coincu.com,/convert-fiat-to-fiat/12.35-eur-to-usd,,2,convert-fiat-to-fiat,12.35-eur-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/79.90-gbp-to-usd,2026-06-06,coincu.com,/convert-fiat-to-fiat/79.90-gbp-to-usd,,2,convert-fiat-to-fiat,79.90-gbp-to-usd,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/57.33-gbp-to-cad,2026-06-06,coincu.com,/convert-fiat-to-fiat/57.33-gbp-to-cad,,2,convert-fiat-to-fiat,57.33-gbp-to-cad,no,coincu.com
https://coincu.com/convert-fiat-to-fiat/74.50-gbp-to-aud,2026-06-06,coincu.com,/convert-fiat-to-fiat/74.50-gbp-to-aud,,2,convert-fiat-to-fiat,74.50-gbp-to-aud,no,coincu.com
