URL,Lần thu thập dữ liệu cuối cùng,host,path,query,depth,first_segment,slug,duplicate_slug_across_hosts,hosts_for_slug
https://coincu.com/182306-warren-davidson-bill-to-remove-gary-gensler/,2026-07-01,coincu.com,/182306-warren-davidson-bill-to-remove-gary-gensler/,,1,182306-warren-davidson-bill-to-remove-gary-gensler,182306-warren-davidson-bill-to-remove-gary-gensler,yes,coincu.com | news.coincu.com
https://news.coincu.com/182306-warren-davidson-bill-to-remove-gary-gensler/,2026-07-01,news.coincu.com,/182306-warren-davidson-bill-to-remove-gary-gensler/,,1,182306-warren-davidson-bill-to-remove-gary-gensler,182306-warren-davidson-bill-to-remove-gary-gensler,yes,coincu.com | news.coincu.com
https://coincu.com/174183-binance-launches-space-id-id-token-sale/,2026-07-01,coincu.com,/174183-binance-launches-space-id-id-token-sale/,,1,174183-binance-launches-space-id-id-token-sale,174183-binance-launches-space-id-id-token-sale,yes,coincu.com | news.coincu.com
https://news.coincu.com/174183-binance-launches-space-id-id-token-sale/,2026-07-01,news.coincu.com,/174183-binance-launches-space-id-id-token-sale/,,1,174183-binance-launches-space-id-id-token-sale,174183-binance-launches-space-id-id-token-sale,yes,coincu.com | news.coincu.com
https://coincu.com/214504-opensea-introduces-on-chain-redeemable-nfts/?ref=blog.kayros.ai,2026-06-30,coincu.com,/214504-opensea-introduces-on-chain-redeemable-nfts/,ref=blog.kayros.ai,1,214504-opensea-introduces-on-chain-redeemable-nfts,214504-opensea-introduces-on-chain-redeemable-nfts,no,coincu.com
https://coincu.com/214504-opensea-introduces-on-chain-redeemable-nfts/?ref=blog.kayros.games,2026-06-30,coincu.com,/214504-opensea-introduces-on-chain-redeemable-nfts/,ref=blog.kayros.games,1,214504-opensea-introduces-on-chain-redeemable-nfts,214504-opensea-introduces-on-chain-redeemable-nfts,no,coincu.com
https://coincu.com/239812-crypto-influencer-marketing-detailed-guide-9-basic-things-you-need-to-know/,2026-06-30,coincu.com,/239812-crypto-influencer-marketing-detailed-guide-9-basic-things-you-need-to-know/,,1,239812-crypto-influencer-marketing-detailed-guide-9-basic-things-you-need-to-know,239812-crypto-influencer-marketing-detailed-guide-9-basic-things-you-need-to-know,no,coincu.com
https://coincu.com/289815-kraken-job-cuts-15-layoff-restructures-future,2026-06-29,coincu.com,/289815-kraken-job-cuts-15-layoff-restructures-future,,1,289815-kraken-job-cuts-15-layoff-restructures-future,289815-kraken-job-cuts-15-layoff-restructures-future,no,coincu.com
https://coincu.com/214504-opensea-introduces-on-chain-redeemable-nfts/?ref=blog.kayros.ai/,2026-06-29,coincu.com,/214504-opensea-introduces-on-chain-redeemable-nfts/,ref=blog.kayros.ai/,1,214504-opensea-introduces-on-chain-redeemable-nfts,214504-opensea-introduces-on-chain-redeemable-nfts,no,coincu.com
https://coincu.com/214504-opensea-introduces-on-chain-redeemable-nfts?ref=blog.unitalk.com,2026-06-29,coincu.com,/214504-opensea-introduces-on-chain-redeemable-nfts,ref=blog.unitalk.com,1,214504-opensea-introduces-on-chain-redeemable-nfts,214504-opensea-introduces-on-chain-redeemable-nfts,no,coincu.com
