source_url,source_host,source_slug,clean_slug_candidate,source_backlinks,source_refdomains,recommended_action,target_url,confidence,candidate_count,best_candidate_status,best_candidate_indexability,best_candidate_source,rationale
https://coincu.com/328329-trump-announces-upcoming-tariffs-us,coincu.com,328329-trump-announces-upcoming-tariffs-us,trump-announces-upcoming-tariffs-us,0,0,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://coincu.com/216824-oklink-on-chain-aml-services-virtual-asset/,coincu.com,216824-oklink-on-chain-aml-services-virtual-asset,oklink-on-chain-aml-services-virtual-asset,8,1,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://coincu.com/347409-coinbase-us-house-clarity-act/,coincu.com,347409-coinbase-us-house-clarity-act,coinbase-us-house-clarity-act,7,3,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://coincu.com/187712-chainlink-automation-is-now-live-on-layer-2-optimism/,coincu.com,187712-chainlink-automation-is-now-live-on-layer-2-optimism,chainlink-automation-is-now-live-on-layer-2-optimism,0,0,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://coincu.com/336180-sec-ethereum-security-dispute,coincu.com,336180-sec-ethereum-security-dispute,sec-ethereum-security-dispute,4,2,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://coincu.com/172968-justin-suns-82-mil-usdc-aave-dai/,coincu.com,172968-justin-suns-82-mil-usdc-aave-dai,justin-suns-82-mil-usdc-aave-dai,0,0,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://news.coincu.com/172968-justin-suns-82-mil-usdc-aave-dai/,news.coincu.com,172968-justin-suns-82-mil-usdc-aave-dai,justin-suns-82-mil-usdc-aave-dai,0,0,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://coincu.com/327559-tether-us-treasury-holdings-2024/,coincu.com,327559-tether-us-treasury-holdings-2024,tether-us-treasury-holdings-2024,77,4,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://coincu.com/260435-pros-and-cons-of-crypto-gambling-online/,coincu.com,260435-pros-and-cons-of-crypto-gambling-online,pros-and-cons-of-crypto-gambling-online,0,0,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://coincu.com/332746-trump-powell-market-volatility,coincu.com,332746-trump-powell-market-volatility,trump-powell-market-volatility,0,0,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://coincu.com/271317-australian-firm-nyblue-secures-over-one-million-carats-of-blue-zircon-launches-rwa-token/,coincu.com,271317-australian-firm-nyblue-secures-over-one-million-carats-of-blue-zircon-launches-rwa-token,australian-firm-nyblue-secures-over-one-million-carats-of-blue-zircon-launches-rwa-token,0,0,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://coincu.com/327652-sec-guidance-pow-crypto-mining/,coincu.com,327652-sec-guidance-pow-crypto-mining,sec-guidance-pow-crypto-mining,6,4,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
https://coincu.com/328348-sec-crypto-2-task-force/,coincu.com,328348-sec-crypto-2-task-force,sec-crypto-2-task-force,0,0,manual_map_needed,,none,0,,,,no_clean_slug_candidate_found
