source_url,source_host,source_slug,clean_slug_candidate,source_backlinks,source_refdomains,recommended_action,target_url,confidence,candidate_count,best_candidate_status,best_candidate_indexability,best_candidate_source,rationale
https://coincu.com/182306-warren-davidson-bill-to-remove-gary-gensler/,coincu.com,182306-warren-davidson-bill-to-remove-gary-gensler,warren-davidson-bill-to-remove-gary-gensler,0,0,301_to_clean_slug,https://coincu.com/warren-davidson-bill-to-remove-gary-gensler,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/182306-warren-davidson-bill-to-remove-gary-gensler/,news.coincu.com,182306-warren-davidson-bill-to-remove-gary-gensler,warren-davidson-bill-to-remove-gary-gensler,0,0,301_to_clean_slug,https://coincu.com/warren-davidson-bill-to-remove-gary-gensler,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/174183-binance-launches-space-id-id-token-sale/,coincu.com,174183-binance-launches-space-id-id-token-sale,binance-launches-space-id-id-token-sale,0,0,301_to_clean_slug,https://coincu.com/binance-launches-space-id-id-token-sale,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/174183-binance-launches-space-id-id-token-sale/,news.coincu.com,174183-binance-launches-space-id-id-token-sale,binance-launches-space-id-id-token-sale,0,0,301_to_clean_slug,https://coincu.com/binance-launches-space-id-id-token-sale,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/214504-opensea-introduces-on-chain-redeemable-nfts/?ref=blog.kayros.ai,coincu.com,214504-opensea-introduces-on-chain-redeemable-nfts,opensea-introduces-on-chain-redeemable-nfts,0,0,301_to_clean_slug,https://coincu.com/opensea-introduces-on-chain-redeemable-nfts,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/214504-opensea-introduces-on-chain-redeemable-nfts/?ref=blog.kayros.games,coincu.com,214504-opensea-introduces-on-chain-redeemable-nfts,opensea-introduces-on-chain-redeemable-nfts,0,0,301_to_clean_slug,https://coincu.com/opensea-introduces-on-chain-redeemable-nfts,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/239812-crypto-influencer-marketing-detailed-guide-9-basic-things-you-need-to-know/,coincu.com,239812-crypto-influencer-marketing-detailed-guide-9-basic-things-you-need-to-know,crypto-influencer-marketing-detailed-guide-9-basic-things-you-need-to-know,0,0,301_to_clean_slug,https://coincu.com/crypto-influencer-marketing-detailed-guide-9-basic-things-you-need-to-know,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/289815-kraken-job-cuts-15-layoff-restructures-future,coincu.com,289815-kraken-job-cuts-15-layoff-restructures-future,kraken-job-cuts-15-layoff-restructures-future,3,2,301_to_clean_slug,https://coincu.com/kraken-job-cuts-15-layoff-restructures-future,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/214504-opensea-introduces-on-chain-redeemable-nfts/?ref=blog.kayros.ai/,coincu.com,214504-opensea-introduces-on-chain-redeemable-nfts,opensea-introduces-on-chain-redeemable-nfts,0,0,301_to_clean_slug,https://coincu.com/opensea-introduces-on-chain-redeemable-nfts,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/214504-opensea-introduces-on-chain-redeemable-nfts?ref=blog.unitalk.com,coincu.com,214504-opensea-introduces-on-chain-redeemable-nfts,opensea-introduces-on-chain-redeemable-nfts,1,1,301_to_clean_slug,https://coincu.com/opensea-introduces-on-chain-redeemable-nfts,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/199781-archway-is-now-live-on-cosmos/,coincu.com,199781-archway-is-now-live-on-cosmos,archway-is-now-live-on-cosmos,0,0,301_to_clean_slug,https://coincu.com/archway-is-now-live-on-cosmos,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/125137-aptos-guide-claim-testnet-nft/,coincu.com,125137-aptos-guide-claim-testnet-nft,aptos-guide-claim-testnet-nft,0,0,301_to_clean_slug,https://coincu.com/aptos-guide-claim-testnet-nft,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/125137-aptos-guide-claim-testnet-nft/,news.coincu.com,125137-aptos-guide-claim-testnet-nft,aptos-guide-claim-testnet-nft,0,0,301_to_clean_slug,https://coincu.com/aptos-guide-claim-testnet-nft,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/158423-pionex-withdrew-all-of-huobi-funds/,coincu.com,158423-pionex-withdrew-all-of-huobi-funds,pionex-withdrew-all-of-huobi-funds,0,0,301_to_clean_slug,https://coincu.com/pionex-withdrew-all-of-huobi-funds,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/158423-pionex-withdrew-all-of-huobi-funds/,news.coincu.com,158423-pionex-withdrew-all-of-huobi-funds,pionex-withdrew-all-of-huobi-funds,0,0,301_to_clean_slug,https://coincu.com/pionex-withdrew-all-of-huobi-funds,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/163193-polygon-matic-end-january-gain-50-4-million/,coincu.com,163193-polygon-matic-end-january-gain-50-4-million,polygon-matic-end-january-gain-50-4-million,0,0,301_to_clean_slug,https://coincu.com/polygon-matic-end-january-gain-50-4-million,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/163193-polygon-matic-end-january-gain-50-4-million/,news.coincu.com,163193-polygon-matic-end-january-gain-50-4-million,polygon-matic-end-january-gain-50-4-million,0,0,301_to_clean_slug,https://coincu.com/polygon-matic-end-january-gain-50-4-million,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/187925-coinbase-expands-singapore-market/,coincu.com,187925-coinbase-expands-singapore-market,coinbase-expands-singapore-market,0,0,301_to_clean_slug,https://coincu.com/coinbase-expands-singapore-market,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/187925-coinbase-expands-singapore-market/,news.coincu.com,187925-coinbase-expands-singapore-market,coinbase-expands-singapore-market,1,1,301_to_clean_slug,https://coincu.com/coinbase-expands-singapore-market,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/189182-mycelium-wallet-bitcoin-wallets/,coincu.com,189182-mycelium-wallet-bitcoin-wallets,mycelium-wallet-bitcoin-wallets,0,0,301_to_clean_slug,https://coincu.com/mycelium-wallet-bitcoin-wallets,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/174807-credit-suisse-purchase-1-billion-ubs/,coincu.com,174807-credit-suisse-purchase-1-billion-ubs,credit-suisse-purchase-1-billion-ubs,0,0,301_to_clean_slug,https://coincu.com/credit-suisse-purchase-1-billion-ubs,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/174807-credit-suisse-purchase-1-billion-ubs/,news.coincu.com,174807-credit-suisse-purchase-1-billion-ubs,credit-suisse-purchase-1-billion-ubs,0,0,301_to_clean_slug,https://coincu.com/credit-suisse-purchase-1-billion-ubs,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/184605-cftc-issues-largest-fine/,coincu.com,184605-cftc-issues-largest-fine,cftc-issues-largest-fine,0,0,301_to_clean_slug,https://coincu.com/cftc-issues-largest-fine,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/348153-binance-lists-promptale-ai-tale/?utm_medium=referral&utm_source=coinstats,coincu.com,348153-binance-lists-promptale-ai-tale,binance-lists-promptale-ai-tale,0,0,301_drop_query_keep_numeric_path,https://coincu.com/348153-binance-lists-promptale-ai-tale,medium,0,,,,query_variant_only_no_clean_slug_found
https://coincu.com/171058-how-zk-vm-will-make-the-future-of-web3-great/,coincu.com,171058-how-zk-vm-will-make-the-future-of-web3-great,how-zk-vm-will-make-the-future-of-web3-great,0,0,301_to_clean_slug,https://coincu.com/how-zk-vm-will-make-the-future-of-web3-great,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/325521-white-house-crypto-summit-time-set/?utm_source=snapi,coincu.com,325521-white-house-crypto-summit-time-set,white-house-crypto-summit-time-set,0,0,301_to_clean_slug,https://coincu.com/white-house-crypto-summit-time-set,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/325521-white-house-crypto-summit-time-set,coincu.com,325521-white-house-crypto-summit-time-set,white-house-crypto-summit-time-set,42,5,301_to_clean_slug,https://coincu.com/white-house-crypto-summit-time-set,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/151156-david-gokhshtein-is-criticized-by-cardanos/,coincu.com,151156-david-gokhshtein-is-criticized-by-cardanos,david-gokhshtein-is-criticized-by-cardanos,0,0,301_to_clean_slug,https://coincu.com/david-gokhshtein-is-criticized-by-cardanos,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/151156-david-gokhshtein-is-criticized-by-cardanos/,news.coincu.com,151156-david-gokhshtein-is-criticized-by-cardanos,david-gokhshtein-is-criticized-by-cardanos,0,0,301_to_clean_slug,https://coincu.com/david-gokhshtein-is-criticized-by-cardanos,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/185661-evening-standard-issue-nft/,coincu.com,185661-evening-standard-issue-nft,evening-standard-issue-nft,0,0,301_to_clean_slug,https://coincu.com/evening-standard-issue-nft,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/185661-evening-standard-issue-nft/,news.coincu.com,185661-evening-standard-issue-nft,evening-standard-issue-nft,0,0,301_to_clean_slug,https://coincu.com/evening-standard-issue-nft,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/163213-doj-imposes-new-conditions-to-sbf-contact/,coincu.com,163213-doj-imposes-new-conditions-to-sbf-contact,doj-imposes-new-conditions-to-sbf-contact,0,0,301_to_clean_slug,https://coincu.com/doj-imposes-new-conditions-to-sbf-contact,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/163213-doj-imposes-new-conditions-to-sbf-contact/,news.coincu.com,163213-doj-imposes-new-conditions-to-sbf-contact,doj-imposes-new-conditions-to-sbf-contact,0,0,301_to_clean_slug,https://coincu.com/doj-imposes-new-conditions-to-sbf-contact,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/298703-best-new-meme-coins-to-buy-for-2025-btfd-coins-stage-7-price-rollback-notcoins-rise-and-gigachads-crazy-leap/,coincu.com,298703-best-new-meme-coins-to-buy-for-2025-btfd-coins-stage-7-price-rollback-notcoins-rise-and-gigachads-crazy-leap,best-new-meme-coins-to-buy-for-2025-btfd-coins-stage-7-price-rollback-notcoins-rise-and-gigachads-crazy-leap,0,0,301_to_clean_slug,https://coincu.com/best-new-meme-coins-to-buy-for-2025-btfd-coins-stage-7-price-rollback-notcoins-rise-and-gigachads-crazy-leap,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/207546-irs-issues-crypto-tax-ruling/,coincu.com,207546-irs-issues-crypto-tax-ruling,irs-issues-crypto-tax-ruling,22,2,301_to_clean_slug,https://coincu.com/irs-issues-crypto-tax-ruling,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/290412-uk-pension-fund-cartwright/,coincu.com,290412-uk-pension-fund-cartwright,uk-pension-fund-cartwright,7,4,301_to_clean_slug,https://coincu.com/uk-pension-fund-cartwright,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/185649-kazakhstan-7-million-taxes-cryptocurrency/,coincu.com,185649-kazakhstan-7-million-taxes-cryptocurrency,kazakhstan-7-million-taxes-cryptocurrency,0,0,301_to_clean_slug,https://coincu.com/kazakhstan-7-million-taxes-cryptocurrency,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/185649-kazakhstan-7-million-taxes-cryptocurrency/,news.coincu.com,185649-kazakhstan-7-million-taxes-cryptocurrency,kazakhstan-7-million-taxes-cryptocurrency,0,0,301_to_clean_slug,https://coincu.com/kazakhstan-7-million-taxes-cryptocurrency,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/293921-strk-staking-phase-1-is-now-live-on-mainnet/,coincu.com,293921-strk-staking-phase-1-is-now-live-on-mainnet,strk-staking-phase-1-is-now-live-on-mainnet,4,3,301_to_clean_slug,https://coincu.com/strk-staking-phase-1-is-now-live-on-mainnet,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/169884-huobi-kucoin-binance-helping-russian-users/,coincu.com,169884-huobi-kucoin-binance-helping-russian-users,huobi-kucoin-binance-helping-russian-users,0,0,301_to_clean_slug,https://coincu.com/huobi-kucoin-binance-helping-russian-users,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/169884-huobi-kucoin-binance-helping-russian-users/,news.coincu.com,169884-huobi-kucoin-binance-helping-russian-users,huobi-kucoin-binance-helping-russian-users,2,1,301_to_clean_slug,https://coincu.com/huobi-kucoin-binance-helping-russian-users,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/184530-former-ftx-execs-house/,coincu.com,184530-former-ftx-execs-house,former-ftx-execs-house,0,0,301_to_clean_slug,https://coincu.com/former-ftx-execs-house,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/184530-former-ftx-execs-house/,news.coincu.com,184530-former-ftx-execs-house,former-ftx-execs-house,0,0,301_to_clean_slug,https://coincu.com/former-ftx-execs-house,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/187671-sec-response-coinbase-petition-clear-crypto/,coincu.com,187671-sec-response-coinbase-petition-clear-crypto,sec-response-coinbase-petition-clear-crypto,0,0,301_to_clean_slug,https://coincu.com/sec-response-coinbase-petition-clear-crypto,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/342634-blackrock-ethereum-etf-hits-17-day-inflow-streak/,coincu.com,342634-blackrock-ethereum-etf-hits-17-day-inflow-streak,blackrock-ethereum-etf-hits-17-day-inflow-streak,31,6,301_to_clean_slug,https://coincu.com/blackrock-ethereum-etf-hits-17-day-inflow-streak,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/249059-cryptocurrency-market-cap-surpasses-2-5t/,coincu.com,249059-cryptocurrency-market-cap-surpasses-2-5t,cryptocurrency-market-cap-surpasses-2-5t,0,0,301_to_clean_slug,https://coincu.com/cryptocurrency-market-cap-surpasses-2-5t,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/263661-terraform-labs-settlement-cannot-be-completed,coincu.com,263661-terraform-labs-settlement-cannot-be-completed,terraform-labs-settlement-cannot-be-completed,14,7,301_to_clean_slug,https://coincu.com/terraform-labs-settlement-cannot-be-completed,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/173440-breaking-hsbc-acquired-silicon-valley-bank/,coincu.com,173440-breaking-hsbc-acquired-silicon-valley-bank,breaking-hsbc-acquired-silicon-valley-bank,0,0,301_to_clean_slug,https://coincu.com/breaking-hsbc-acquired-silicon-valley-bank,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/111413-giants-lost-5-billionbecause-bitcoin/,coincu.com,111413-giants-lost-5-billionbecause-bitcoin,giants-lost-5-billionbecause-bitcoin,0,0,301_to_clean_slug,https://coincu.com/giants-lost-5-billionbecause-bitcoin,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/111413-giants-lost-5-billionbecause-bitcoin/,news.coincu.com,111413-giants-lost-5-billionbecause-bitcoin,giants-lost-5-billionbecause-bitcoin,0,0,301_to_clean_slug,https://coincu.com/giants-lost-5-billionbecause-bitcoin,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://news.coincu.com/146063-polkadot-protocol-t3rn-raised-6-5-million/,news.coincu.com,146063-polkadot-protocol-t3rn-raised-6-5-million,polkadot-protocol-t3rn-raised-6-5-million,1,1,301_to_clean_slug,https://coincu.com/polkadot-protocol-t3rn-raised-6-5-million,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/189347-manta-network-soul-bound-token/,coincu.com,189347-manta-network-soul-bound-token,manta-network-soul-bound-token,0,0,301_to_clean_slug,https://coincu.com/manta-network-soul-bound-token,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/189347-manta-network-soul-bound-token/,news.coincu.com,189347-manta-network-soul-bound-token,manta-network-soul-bound-token,5,2,301_to_clean_slug,https://coincu.com/manta-network-soul-bound-token,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/194356-binance-us-market-depth-plunges-by-78/,coincu.com,194356-binance-us-market-depth-plunges-by-78,binance-us-market-depth-plunges-by-78,0,0,301_to_clean_slug,https://coincu.com/binance-us-market-depth-plunges-by-78,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/194356-binance-us-market-depth-plunges-by-78/,news.coincu.com,194356-binance-us-market-depth-plunges-by-78,binance-us-market-depth-plunges-by-78,8,2,301_to_clean_slug,https://coincu.com/binance-us-market-depth-plunges-by-78,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/296770-spanish-bank-invests-bitwise-aptos-staking-etp/,coincu.com,296770-spanish-bank-invests-bitwise-aptos-staking-etp,spanish-bank-invests-bitwise-aptos-staking-etp,11,5,301_to_clean_slug,https://coincu.com/spanish-bank-invests-bitwise-aptos-staking-etp,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/296770-spanish-bank-invests-bitwise-aptos-staking-etp/?noamp=mobile,coincu.com,296770-spanish-bank-invests-bitwise-aptos-staking-etp,spanish-bank-invests-bitwise-aptos-staking-etp,0,0,301_to_clean_slug,https://coincu.com/spanish-bank-invests-bitwise-aptos-staking-etp,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/227634-the-crypto-asset-reporting-framework/,coincu.com,227634-the-crypto-asset-reporting-framework,the-crypto-asset-reporting-framework,1,1,301_to_clean_slug,https://coincu.com/the-crypto-asset-reporting-framework,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/303834-semler-scientific-to-raise-75m-to-buy-bitcoin/,coincu.com,303834-semler-scientific-to-raise-75m-to-buy-bitcoin,semler-scientific-to-raise-75m-to-buy-bitcoin,0,0,301_to_clean_slug,https://coincu.com/semler-scientific-to-raise-75m-to-buy-bitcoin,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/161920-brazil-and-argentina-currency-bloc/,coincu.com,161920-brazil-and-argentina-currency-bloc,brazil-and-argentina-currency-bloc,0,0,301_to_clean_slug,https://coincu.com/brazil-and-argentina-currency-bloc,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/190286-makerdao-increasing-dai-savings-rate/,coincu.com,190286-makerdao-increasing-dai-savings-rate,makerdao-increasing-dai-savings-rate,0,0,301_to_clean_slug,https://coincu.com/makerdao-increasing-dai-savings-rate,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/257714-new-makerdao-tokens-are-launched/,coincu.com,257714-new-makerdao-tokens-are-launched,new-makerdao-tokens-are-launched,7,4,301_to_clean_slug,https://coincu.com/new-makerdao-tokens-are-launched,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/139327-bakkt-acquires-apex-crypto/,coincu.com,139327-bakkt-acquires-apex-crypto,bakkt-acquires-apex-crypto,0,0,301_to_clean_slug,https://coincu.com/bakkt-acquires-apex-crypto,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/139327-bakkt-acquires-apex-crypto/,news.coincu.com,139327-bakkt-acquires-apex-crypto,bakkt-acquires-apex-crypto,0,0,301_to_clean_slug,https://coincu.com/bakkt-acquires-apex-crypto,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/187566-blockfi-wants-to-liquidate/,coincu.com,187566-blockfi-wants-to-liquidate,blockfi-wants-to-liquidate,0,0,301_to_clean_slug,https://coincu.com/blockfi-wants-to-liquidate,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://coincu.com/122516-saudi-arabias-central-bank-chief-of-crypto/,coincu.com,122516-saudi-arabias-central-bank-chief-of-crypto,saudi-arabias-central-bank-chief-of-crypto,0,0,301_to_clean_slug,https://coincu.com/saudi-arabias-central-bank-chief-of-crypto,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/122516-saudi-arabias-central-bank-chief-of-crypto/,news.coincu.com,122516-saudi-arabias-central-bank-chief-of-crypto,saudi-arabias-central-bank-chief-of-crypto,0,0,301_to_clean_slug,https://coincu.com/saudi-arabias-central-bank-chief-of-crypto,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/188087-binance-support-terra-classic-kava/,coincu.com,188087-binance-support-terra-classic-kava,binance-support-terra-classic-kava,0,0,301_to_clean_slug,https://coincu.com/binance-support-terra-classic-kava,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1
https://news.coincu.com/188087-binance-support-terra-classic-kava/,news.coincu.com,188087-binance-support-terra-classic-kava,binance-support-terra-classic-kava,0,0,301_to_clean_slug,https://coincu.com/binance-support-terra-classic-kava,medium,4,200,Indexable,internal_current,root_host|200|indexable|depth_1|subdomain_to_root
https://coincu.com/105500-coca-cola-releases-nft-honoring-lgbtqia/,coincu.com,105500-coca-cola-releases-nft-honoring-lgbtqia,coca-cola-releases-nft-honoring-lgbtqia,0,0,301_to_clean_slug,https://coincu.com/coca-cola-releases-nft-honoring-lgbtqia,medium,2,200,Indexable,internal_current,root_host|200|indexable|depth_1
