id,date,slug,status,url,backlink_rows,ref_domains,gsc_clicks,gsc_impressions,decision,reason
385047,2025-12-23T07:17:37,altcoin-market-forecast-2026,publish,https://coincu.com/altcoin-market-forecast-2026,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385044,2025-12-23T06:47:20,macsync-stealer-macos-risk-evolution,publish,https://coincu.com/macsync-stealer-macos-risk-evolution,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385041,2025-12-23T06:17:22,bitcoin-risk-long-positions,publish,https://coincu.com/bitcoin-risk-long-positions,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385038,2025-12-23T05:46:50,ghana-virtual-assets-regulation,publish,https://coincu.com/ghana-virtual-assets-regulation,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385035,2025-12-23T05:17:54,blackrock-cryptocurrency-holdings-increase,publish,https://coincu.com/blackrock-cryptocurrency-holdings-increase,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385032,2025-12-23T04:19:52,kuaishou-cyberattack-livestream-incident,publish,https://coincu.com/kuaishou-cyberattack-livestream-incident,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385030,2025-12-23T04:17:34,kuaishou-cyberattack-service-restored,publish,https://coincu.com/kuaishou-cyberattack-service-restored,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385027,2025-12-23T03:47:14,spot-silver-record-highs,publish,https://coincu.com/spot-silver-record-highs,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385024,2025-12-23T03:17:47,el-salvador-bitcoin-imf-review,publish,https://coincu.com/el-salvador-bitcoin-imf-review,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385021,2025-12-23T02:49:05,michael-selig-cftc-crypto-leadership,publish,https://coincu.com/michael-selig-cftc-crypto-leadership,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385018,2025-12-23T02:18:13,us-bitcoin-strategic-reserve-2,publish,https://coincu.com/us-bitcoin-strategic-reserve-2,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385015,2025-12-23T01:47:10,dwf-labs-crypto-liquidation-2025,publish,https://coincu.com/dwf-labs-crypto-liquidation-2025,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385012,2025-12-23T01:17:27,michael-hassett-fed-chair-polling,publish,https://coincu.com/michael-hassett-fed-chair-polling,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385009,2025-12-23T00:47:42,selig-cftc-chair-us-crypto,publish,https://coincu.com/selig-cftc-chair-us-crypto,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385006,2025-12-23T00:17:35,trump-new-federal-chair-appointment,publish,https://coincu.com/trump-new-federal-chair-appointment,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385003,2025-12-22T23:47:23,traders-us-treasury-yield-projection,publish,https://coincu.com/traders-us-treasury-yield-projection,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
385000,2025-12-22T23:18:07,vanadi-coffee-bitcoin-acquisition,publish,https://coincu.com/vanadi-coffee-bitcoin-acquisition,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
384997,2025-12-22T22:47:53,hyperliquid-rebuts-solvency-claims,publish,https://coincu.com/hyperliquid-rebuts-solvency-claims,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
384994,2025-12-22T22:17:10,hyperliquid-employee-hype-sell-off,publish,https://coincu.com/hyperliquid-employee-hype-sell-off,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
