id,date,slug,status,url,backlink_rows,ref_domains,gsc_clicks,gsc_impressions,decision,reason
289129,2024-10-25T15:12:22,valhalla-partners-with-hong-kong-international-cricket-sixes-for-a-thrilling-comeback,publish,https://coincu.com/valhalla-partners-with-hong-kong-international-cricket-sixes-for-a-thrilling-comeback,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288287,2024-10-25T14:10:00,definder-capital-review,publish,https://coincu.com/definder-capital-review,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
289108,2024-10-25T13:28:34,new-satoshi-nakamoto-statue-unveiled,publish,https://coincu.com/new-satoshi-nakamoto-statue-unveiled,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288183,2024-10-25T13:20:00,top-ton-dexes-with-strong-growth-potential,publish,https://coincu.com/top-ton-dexes-with-strong-growth-potential,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
289069,2024-10-25T12:43:09,tron-trx-and-cardano-ada-struggle-to-stay-afloat-as-rexas-finance-rxs-charges-ahead-with-coinmarketcap-listing,publish,https://coincu.com/tron-trx-and-cardano-ada-struggle-to-stay-afloat-as-rexas-finance-rxs-charges-ahead-with-coinmarketcap-listing,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
289058,2024-10-25T12:30:50,bitmains-antminer-s19-series-confronts-a-severe-crisis-in-texas-design-flaws-exposed-by-extreme-weather,publish,https://coincu.com/bitmains-antminer-s19-series-confronts-a-severe-crisis-in-texas-design-flaws-exposed-by-extreme-weather,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
289053,2024-10-25T10:22:00,mexcs-initial-listing-sees-2471-peak-surge-as-goat-surpasses-800m-market-cap,publish,https://coincu.com/mexcs-initial-listing-sees-2471-peak-surge-as-goat-surpasses-800m-market-cap,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
289016,2024-10-25T09:04:48,moodeng-pumps-140-ahead-binance-listing-launch,publish,https://coincu.com/moodeng-pumps-140-ahead-binance-listing-launch,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288997,2024-10-25T04:20:43,bitcoin-spot-etf-inflows-hit-188m-blackrock-lead,publish,https://coincu.com/bitcoin-spot-etf-inflows-hit-188m-blackrock-lead,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288931,2024-10-25T02:24:40,grass-airdrop-one-will-launch-on-october-28,publish,https://coincu.com/grass-airdrop-one-will-launch-on-october-28,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288922,2024-10-25T01:49:20,microsoft-rejects-bitcoin-investment-proposal,publish,https://coincu.com/microsoft-rejects-bitcoin-investment-proposal,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288915,2024-10-25T01:17:48,bitfinex-hacker-funds-stolen-in-20m-attack,publish,https://coincu.com/bitfinex-hacker-funds-stolen-in-20m-attack,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288992,2024-10-24T19:00:00,mexc-and-mexc-ventures-establish-20m-fund-for-aptos-ecosystem-expansion,publish,https://coincu.com/mexc-and-mexc-ventures-establish-20m-fund-for-aptos-ecosystem-expansion,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288853,2024-10-24T18:00:00,plus-wallet-grows-metamask-partners-up-stripe-signs-1-1b-deal,publish,https://coincu.com/plus-wallet-grows-metamask-partners-up-stripe-signs-1-1b-deal,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288985,2024-10-24T17:00:00,cointelegraph-accelerator-opens-applications-for-its-upcoming-cohort-offering-investment-to-innovative-projects,publish,https://coincu.com/cointelegraph-accelerator-opens-applications-for-its-upcoming-cohort-offering-investment-to-innovative-projects,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288104,2024-10-24T15:31:00,top-launchpads-on-ton,publish,https://coincu.com/top-launchpads-on-ton,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288824,2024-10-24T13:59:00,kraken-layer-2-blockchain-coming-soon,publish,https://coincu.com/kraken-layer-2-blockchain-coming-soon,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288821,2024-10-24T13:58:36,polymarket-trump-whale-fredi9999-french-trader,publish,https://coincu.com/polymarket-trump-whale-fredi9999-french-trader,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
289064,2024-10-24T12:35:28,polygon-pol-succumbs-to-bears-as-capital-flows-toward-solana-sol-and-rexas-finance-rxs,publish,https://coincu.com/polygon-pol-succumbs-to-bears-as-capital-flows-toward-solana-sol-and-rexas-finance-rxs,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288812,2024-10-24T10:35:46,bingx-restores-full-operations-and-unveils-shieldx-for-enhanced-security,publish,https://coincu.com/bingx-restores-full-operations-and-unveils-shieldx-for-enhanced-security,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288803,2024-10-24T07:18:34,kamala-harris-polymarket-bet-rises-with-2m,publish,https://coincu.com/kamala-harris-polymarket-bet-rises-with-2m,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288799,2024-10-24T06:54:03,bitcoin-spot-etf-inflows-reach-192m,publish,https://coincu.com/bitcoin-spot-etf-inflows-reach-192m,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288507,2024-10-24T06:35:11,gradient-network-review-a-decentralized-compute,publish,https://coincu.com/gradient-network-review-a-decentralized-compute,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288747,2024-10-23T15:07:00,world-liberty-financial-reached-15000-holders,publish,https://coincu.com/world-liberty-financial-reached-15000-holders,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288674,2024-10-23T12:34:50,ethereum-price-prediction-eth-signals-the-return-of-altcoin-season-what-does-this-mean-for-rexas-finance-rxs,publish,https://coincu.com/ethereum-price-prediction-eth-signals-the-return-of-altcoin-season-what-does-this-mean-for-rexas-finance-rxs,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
287473,2024-10-23T12:25:28,best-ton-staking-protocols-you-should-know,publish,https://coincu.com/best-ton-staking-protocols-you-should-know,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288610,2024-10-23T03:11:55,sec-chair-gary-gensler-bitcoin-white-paper,publish,https://coincu.com/sec-chair-gary-gensler-bitcoin-white-paper,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288605,2024-10-22T20:55:07,peanut-releases-instant-offramp,publish,https://coincu.com/peanut-releases-instant-offramp,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288552,2024-10-22T17:24:40,polymarket-us-users-are-being-restricted,publish,https://coincu.com/polymarket-us-users-are-being-restricted,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288538,2024-10-22T16:41:00,decentraland-2-0-beta-now-available-for-desktop,publish,https://coincu.com/decentraland-2-0-beta-now-available-for-desktop,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288493,2024-10-22T15:41:00,sec-focus-review-in-2025-still-includes-crypto,publish,https://coincu.com/sec-focus-review-in-2025-still-includes-crypto,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288503,2024-10-22T15:03:17,decentraland-launches-revamped-virtual-world-with-enhanced-performance-engaging-features-and-future-ready-architecture,publish,https://coincu.com/decentraland-launches-revamped-virtual-world-with-enhanced-performance-engaging-features-and-future-ready-architecture,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288494,2024-10-22T15:02:59,bitfufu-ethiopia-bitcoin-mining-facility,publish,https://coincu.com/bitfufu-ethiopia-bitcoin-mining-facility,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288472,2024-10-22T14:00:00,massive-surprises-await-fantom-shib-holders-chart-analysis-predicts-dtx-exchanges-1000x-surge,publish,https://coincu.com/massive-surprises-await-fantom-shib-holders-chart-analysis-predicts-dtx-exchanges-1000x-surge,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288484,2024-10-22T13:44:13,bybit-card-now-expands-registration-support,publish,https://coincu.com/bybit-card-now-expands-registration-support,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288482,2024-10-22T12:17:21,aventus-network-confirms-launch-of-aventus-2-0-key-to-driving-enterprise-use-cases-to-polkadot,publish,https://coincu.com/aventus-network-confirms-launch-of-aventus-2-0-key-to-driving-enterprise-use-cases-to-polkadot,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
288459,2024-10-22T07:00:43,scroll-launches-scr-token-to-recognize-global-community-contribution-and-decentralize-its-ecosystem,publish,https://coincu.com/scroll-launches-scr-token-to-recognize-global-community-contribution-and-decentralize-its-ecosystem,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
