id,date,slug,status,url,backlink_rows,ref_domains,gsc_clicks,gsc_impressions,decision,reason
265111,2024-06-25T02:54:43,will-this-5000x-token-create-more-millionaires-in-2024-than-ethereum-and-bitcoin,publish,https://coincu.com/will-this-5000x-token-create-more-millionaires-in-2024-than-ethereum-and-bitcoin,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
265096,2024-06-24T17:28:09,the-open-source-ai-summit,publish,https://coincu.com/the-open-source-ai-summit,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
265089,2024-06-24T17:18:32,stable-summit-ethcc-7-brussels,publish,https://coincu.com/stable-summit-ethcc-7-brussels,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
265125,2024-06-24T17:00:00,cv-pad-announces-xoxno-ido-token-sale,publish,https://coincu.com/cv-pad-announces-xoxno-ido-token-sale,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
265066,2024-06-24T16:34:51,ivs-crypto-2024-exploring-future-of-blockchain,publish,https://coincu.com/ivs-crypto-2024-exploring-future-of-blockchain,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
265030,2024-06-24T15:42:35,japan-blockchain-week-2024,publish,https://coincu.com/japan-blockchain-week-2024,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
265024,2024-06-24T15:26:19,bitcoin-rodeo-a-two-day-extravaganza,publish,https://coincu.com/bitcoin-rodeo-a-two-day-extravaganza,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
264997,2024-06-24T14:02:19,tether-strategic-transition-eos-and-algorand,publish,https://coincu.com/tether-strategic-transition-eos-and-algorand,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
264509,2024-06-24T13:33:11,backwoods-review-the-hottest-game-on-solana-now,publish,https://coincu.com/backwoods-review-the-hottest-game-on-solana-now,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
264862,2024-06-24T10:00:00,etfswap-unveils-50x-leverage-for-smart-traders,publish,https://coincu.com/etfswap-unveils-50x-leverage-for-smart-traders,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
264812,2024-06-24T08:00:00,unlock-passive-income-with-gdmining-free-cloud-mining,publish,https://coincu.com/unlock-passive-income-with-gdmining-free-cloud-mining,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
264825,2024-06-23T03:46:00,coinstats-ios-scam-causes-massive-user-losses,publish,https://coincu.com/coinstats-ios-scam-causes-massive-user-losses,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
264820,2024-06-22T07:21:08,is-dogecoin-doge-dying-why-are-investors-geared-towards-this-new-meme-coin-gem-currently-priced-at-0-008,publish,https://coincu.com/is-dogecoin-doge-dying-why-are-investors-geared-towards-this-new-meme-coin-gem-currently-priced-at-0-008,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
264800,2024-06-22T05:34:00,gloomy-week-spot-bitcoin-etf-outflows,publish,https://coincu.com/gloomy-week-spot-bitcoin-etf-outflows,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
264728,2024-06-21T10:30:04,how-to-integrate-a-crypto-wallet-into-your-e-commerce-shop,publish,https://coincu.com/how-to-integrate-a-crypto-wallet-into-your-e-commerce-shop,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
264650,2024-06-21T10:00:00,shiba-inu-millionaire-dumps-floki-floki-and-dogecoin-doge-to-buy-etfswap-etfs,publish,https://coincu.com/shiba-inu-millionaire-dumps-floki-floki-and-dogecoin-doge-to-buy-etfswap-etfs,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
264721,2024-06-21T09:57:22,the-impact-of-crypto-payment-solutions-on-the-market,publish,https://coincu.com/the-impact-of-crypto-payment-solutions-on-the-market,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
264702,2024-06-21T07:51:08,12-recipients-of-lista-airdrop-dispose-25-m,publish,https://coincu.com/12-recipients-of-lista-airdrop-dispose-25-m,0,0,0,0,draft_now,no_backlink_no_gsc_top1000_older_30d
