source_url,source_type,source_id,source_post_status,candidate_link_rows,matched_link_rows,replaced_occurrences,updated_live,result_status,note
https://coincu.com/dogecoin-set-for-potential-to-reach-5/,posts,377487,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/3-57b-xrp-on-binance-liquidity-boom-or/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/xrp-breakout-sets-4-50-target/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/heres-xrp-price-target-as-bulls-eye/,posts,361448,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/zcash-long-term-holder-cobie/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/binance-ai-avatar-airdrop-skepticism/,posts,386758,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/ecc-resignation-zcash-protocol-unaffected/,posts,387737,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/zcash-futures-open-interest/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/blackrock-files-12-5-trillion-bitcoin/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/blackrock-fink-bitcoin-gold-2025/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/house-passes-crypto-bills-procedural-rules/,posts,349109,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/hashkey-holdings-hong-kong-ipo/,posts,383913,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/crypto-speculation-china-social-platforms/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/global-asset-demand-boost/,posts,366758,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/arthur-hayes-bitcoin-liquidity-warning/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/arthur-hayes-sells-crypto-assets/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/stablecoin-legislation-boosts-crypto-market/,posts,346717,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/crypto-liquidity-reversal-december/,posts,380287,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/crypto-firms-sell-tokens-market-decline/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/pump-fun-3-297m-buyback/,posts,362529,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/pump-whales-profit-sale/,posts,363311,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/donald-trump-holds-250000-in-eth/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/donald-trump-nft-collection-revealed/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/binance-bicasso-is-now-live/,posts,177283,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/coinbase-review-top-trading-platform/,posts,164607,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/coinbase-nft-launches-creator-hub-to-drive-web3-innovation/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/is-coinbase-nft-at-a-deadlock/,posts,164664,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/coinbase-nft-introduces-new-features/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/coinbase-wallet-transaction-preview-approva/,posts,163487,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/dforce-protocol-exploited-of-3-6-million/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/blockfi-disclose-1-2-billion-connection/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/celsius-solve-customer-issues-the-hearing/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/celsius-now-comes-out-a-recovery-proposal/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/celsius-network-a-story-of-greed-and-deception/,posts,204802,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/celsius-reopen-withdraw-distributable-asset/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/celsius-creditor-repayment-of-2-billion-approved/,posts,227512,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/celsius-sec-lawsuit-asset-plan-via-coinbase/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/bhutan-ethereum-digital-id-system/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/bitdeer-acquires-asic-designer-desiweminer-140m/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/bitdeers-q2-revenue-surges/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/jihan-wu-assumes-ceo-role-at-bitdeer-leadership/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/bitcoin-price-drops-below-58000-as-crypto-slumps/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/iris-energy-risk-of-default/,posts,140429,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/bitcoins-price-may-fall-below-20k/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/bitfarms-reports-first-quarter-2023-results/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/miners-move-4400-bitcoin-to-binance/,posts,121924,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/bitdeer-100mw-gedu-datacenter-partnership/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/bitdeers-explosive-august/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/bitcoin-etf-inflows-reach-136m/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/south-korea-efforts-control-metaverse/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/polygon-selected-by-nexon/,posts,175620,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/south-korea-seize-nearly-100-million-assets/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/south-korean-exchanges-to-inspect-600-tokens/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/south-korea-integrates-19-cryptocurrency-bills/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/us-bitcoin-etfs-uncover-hidden-dangers/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/samani-solana-investment/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/sec-extends-xrp-etf-decision-2025/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/top-6-nft-marketplace-development/,posts,119568,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/binance-will-continue-to-use-busd/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/worldcoin-distributed-90-million-wld-token-to/,posts,209968,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/over-3-7-million-wld-withdrawn-binance-okx/,posts,212499,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/ethena-usde-binance-price-swing-2/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/ena-treasury-withdrawals-43-million/,posts,363975,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
