source_url,source_type,source_id,old_link,new_link,old_count_found_in_raw,status
https://coincu.com/coinbase-board-members-boosted/,posts,269380,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/coinbase-board-members-boosted/,posts,269380,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/coinbase-board-members-boosted/,posts,269380,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/ripple-ceos-deepfake-xrp-airdrop-scam/,posts,240536,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/ripple-ceos-deepfake-xrp-airdrop-scam/,posts,240536,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/ripple-ceos-deepfake-xrp-airdrop-scam/,posts,240536,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/will-mpeppe-mpepe-thrive-admist-the-largest-pepe-short-liquidation-in-history-experts-say-yes/,posts,267604,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/will-mpeppe-mpepe-thrive-admist-the-largest-pepe-short-liquidation-in-history-experts-say-yes/,posts,267604,https://coincu.com/c/press-release,https://coincu.com/press-release/,0,no_match_in_raw
https://coincu.com/will-mpeppe-mpepe-thrive-admist-the-largest-pepe-short-liquidation-in-history-experts-say-yes/,posts,267604,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/sec-chair-gary-gensler-will-make-biden-lose/,posts,265318,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/sec-chair-gary-gensler-will-make-biden-lose/,posts,265318,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/sec-chair-gary-gensler-will-make-biden-lose/,posts,265318,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/kamala-harris-campaign/,posts,269492,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/kamala-harris-campaign/,posts,269492,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/kamala-harris-campaign/,posts,269492,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/nubank-crypto-support-now-continues/,posts,256365,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/nubank-crypto-support-now-continues/,posts,256365,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/nubank-crypto-support-now-continues/,posts,256365,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/nubank-bitcoin-lightning-network/,posts,265202,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/nubank-bitcoin-lightning-network/,posts,265202,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/nubank-bitcoin-lightning-network/,posts,265202,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/warren-buffett-backed-nubank-has-1-million/,posts,114027,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/warren-buffett-backed-nubank-has-1-million/,posts,114027,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/warren-buffett-backed-nubank-has-1-million/,posts,114027,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/hsbc-joins-hands-with-fireblocks/,posts,217134,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/hsbc-joins-hands-with-fireblocks/,posts,217134,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/hsbc-joins-hands-with-fireblocks/,posts,217134,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/bank-of-canada-cbdc-adoption/,posts,209869,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/bank-of-canada-cbdc-adoption/,posts,209869,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/bank-of-canada-cbdc-adoption/,posts,209869,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/pheu-thai-pledges-15-billion-digital-wallet/,posts,179313,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/pheu-thai-pledges-15-billion-digital-wallet/,posts,179313,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/pheu-thai-pledges-15-billion-digital-wallet/,posts,179313,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/polygon-zkevm-mainnet-beta-is-now-resumed/,posts,251851,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/polygon-zkevm-mainnet-beta-is-now-resumed/,posts,251851,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/polygon-zkevm-mainnet-beta-is-now-resumed/,posts,251851,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
