source_url,source_type,source_id,source_post_status,candidate_link_rows,matched_link_rows,replaced_occurrences,updated_live,result_status,note
https://coincu.com/,,,,1,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/bitmine-immersion-technologies-bmnr-announces-eth-holdings-reach-5-39-million-tokens-and-total-crypto-and-total-cash-holdings-of-12-3-billion/,posts,404908,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/top-best-litecoin-casinos/,posts,225007,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/what-is-kaito-ai-ai-powered-research-web3/,posts,324404,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/top-5-crash-gambling-sites/,posts,224023,publish,4,1,1,yes,ok,
https://coincu.com/top-cryptos-to-buy-now-blockdag-stellar-litecoin-cardano-as-markets-shift-toward-trust-and-utility/,posts,407123,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/crypto-leaders-discuss-macro-volatility-impacts/,posts,377556,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/large-eth-wallet-buys-2078-eth/,posts,406970,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/top-crypto-audit-companies/,posts,192049,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/should-beginners-really-adjust-trading-strategies-by-themselves-why-bulkquants-managed-ai-trading-model-deserves-attention/,posts,407137,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/how-suiplay0x1-differs-from-existing-gaming-handheld/,posts,333339,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/uk-defi-tax-framework/,posts,380380,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/nordea-bank-bitcoin-etp-trading/,posts,373396,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/govxcellence-jakarta-indonesia-2026/,posts,406673,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/top-7-terrific-ethereum-games/,posts,158863,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/eightco-holdings-nasdaq-orbs-reports-total-holdings-of-approximately-437-million-includes-openai-beast-industries-more-than-16000-eth-and-over-283-million-wld-tokens/,posts,407117,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/why-is-buildon-b-pumping/,posts,401461,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/cyber-revolution-summit-philippines-2026/,posts,406728,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/crypto-com-becomes-an-official-broker-on-tradingview/,posts,406978,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/coinbase-list-metadao-meta-derive-drv/,posts,404915,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/jpmorgan-digital-deposit-token-launch/,,,,3,0,0,no,missing_post_id,Could not resolve source URL to posts/pages via REST
https://coincu.com/top-bitcoin-etfs-by-total-aum/,posts,242490,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/china-us-trade-cooperation-talks/,posts,371607,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/verified-team/,pages,239285,publish,2,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/deriw-launches-edge-hour-trading-competition-platform-derivatives/,posts,399054,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/cyber-revolution-summit-india-2026/,posts,406716,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/spartans-hits-global-top-14-during-beta-stage-while-xrp-rallies-on-rakuten-news-and-amp-tron-maintains-network-strength/,posts,400450,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/bitcoin-spot-etf-explained-you-need-to-know/,posts,226425,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
https://coincu.com/hyperliquid-review-derivative-dex-on-self-l1/,posts,268671,publish,3,0,0,no,no_match_in_raw,No candidate old URLs found in current raw content
