source_url,source_type,source_id,old_link,new_link,old_count_found_in_raw,status
https://coincu.com/dogecoin-set-for-potential-to-reach-5/,posts,377487,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/dogecoin-set-for-potential-to-reach-5/,posts,377487,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/dogecoin-set-for-potential-to-reach-5/,posts,377487,https://coincu.com/c/analysis,https://coincu.com/analysis/,0,no_match_in_raw
https://coincu.com/heres-xrp-price-target-as-bulls-eye/,posts,361448,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/heres-xrp-price-target-as-bulls-eye/,posts,361448,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/heres-xrp-price-target-as-bulls-eye/,posts,361448,https://coincu.com/c/analysis,https://coincu.com/analysis/,0,no_match_in_raw
https://coincu.com/binance-ai-avatar-airdrop-skepticism/,posts,386758,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/binance-ai-avatar-airdrop-skepticism/,posts,386758,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/binance-ai-avatar-airdrop-skepticism/,posts,386758,https://coincu.com/c/airdrop,https://coincu.com/airdrop/,0,no_match_in_raw
https://coincu.com/ecc-resignation-zcash-protocol-unaffected/,posts,387737,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/ecc-resignation-zcash-protocol-unaffected/,posts,387737,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/ecc-resignation-zcash-protocol-unaffected/,posts,387737,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/house-passes-crypto-bills-procedural-rules/,posts,349109,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/house-passes-crypto-bills-procedural-rules/,posts,349109,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/house-passes-crypto-bills-procedural-rules/,posts,349109,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/hashkey-holdings-hong-kong-ipo/,posts,383913,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/hashkey-holdings-hong-kong-ipo/,posts,383913,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/hashkey-holdings-hong-kong-ipo/,posts,383913,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/global-asset-demand-boost/,posts,366758,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/global-asset-demand-boost/,posts,366758,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/global-asset-demand-boost/,posts,366758,https://coincu.com/c/analysis,https://coincu.com/analysis/,0,no_match_in_raw
https://coincu.com/stablecoin-legislation-boosts-crypto-market/,posts,346717,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/stablecoin-legislation-boosts-crypto-market/,posts,346717,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/stablecoin-legislation-boosts-crypto-market/,posts,346717,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/crypto-liquidity-reversal-december/,posts,380287,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/crypto-liquidity-reversal-december/,posts,380287,https://coincu.com/c/markets,https://coincu.com/markets/,0,no_match_in_raw
https://coincu.com/crypto-liquidity-reversal-december/,posts,380287,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/pump-fun-3-297m-buyback/,posts,362529,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/pump-fun-3-297m-buyback/,posts,362529,https://coincu.com/c/markets,https://coincu.com/markets/,0,no_match_in_raw
https://coincu.com/pump-fun-3-297m-buyback/,posts,362529,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/pump-whales-profit-sale/,posts,363311,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/pump-whales-profit-sale/,posts,363311,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/pump-whales-profit-sale/,posts,363311,https://coincu.com/c/analysis,https://coincu.com/analysis/,0,no_match_in_raw
https://coincu.com/binance-bicasso-is-now-live/,posts,177283,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/binance-bicasso-is-now-live/,posts,177283,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/binance-bicasso-is-now-live/,posts,177283,https://coincu.com/c/nft,https://coincu.com/nft/,0,no_match_in_raw
https://coincu.com/coinbase-review-top-trading-platform/,posts,164607,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/coinbase-review-top-trading-platform/,posts,164607,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/coinbase-review-top-trading-platform/,posts,164607,https://coincu.com/c/exchange-reviews,https://coincu.com/exchange-reviews/,0,no_match_in_raw
https://coincu.com/is-coinbase-nft-at-a-deadlock/,posts,164664,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/is-coinbase-nft-at-a-deadlock/,posts,164664,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/is-coinbase-nft-at-a-deadlock/,posts,164664,https://coincu.com/c/knowledge,https://coincu.com/knowledge/,0,no_match_in_raw
https://coincu.com/coinbase-wallet-transaction-preview-approva/,posts,163487,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/coinbase-wallet-transaction-preview-approva/,posts,163487,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/coinbase-wallet-transaction-preview-approva/,posts,163487,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/celsius-network-a-story-of-greed-and-deception/,posts,204802,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/celsius-network-a-story-of-greed-and-deception/,posts,204802,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/celsius-network-a-story-of-greed-and-deception/,posts,204802,https://coincu.com/c/uncategorized,https://coincu.com/uncategorized/,0,no_match_in_raw
https://coincu.com/celsius-creditor-repayment-of-2-billion-approved/,posts,227512,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/celsius-creditor-repayment-of-2-billion-approved/,posts,227512,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/celsius-creditor-repayment-of-2-billion-approved/,posts,227512,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/iris-energy-risk-of-default/,posts,140429,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/iris-energy-risk-of-default/,posts,140429,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/iris-energy-risk-of-default/,posts,140429,https://coincu.com/c/news,https://coincu.com/news/,0,no_match_in_raw
https://coincu.com/miners-move-4400-bitcoin-to-binance/,posts,121924,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
https://coincu.com/miners-move-4400-bitcoin-to-binance/,posts,121924,https://coincu.com/c/pr/press-release/,https://coincu.com/pr/press-release/,0,no_match_in_raw
https://coincu.com/miners-move-4400-bitcoin-to-binance/,posts,121924,https://coincu.com/c/bitcoin,https://coincu.com/bitcoin/,0,no_match_in_raw
https://coincu.com/polygon-selected-by-nexon/,posts,175620,https://coincu.com/c/casino-reviews/,https://coincu.com/casino-reviews/,0,no_match_in_raw
